,MUV-548,mol_id,smiles
4169,0.0,CID794496,COc1ccc(OC)c(S(=O)(=O)N2CCN(C)CC2)c1
4170,0.0,CID654942,Cc1cc(NC(=O)c2cnn3c(C(F)F)cc(-c4ccccc4)nc23)no1
4171,0.0,CID1240332,CCCc1cc(=O)nc(SCC(=O)N2CCN(c3ccccc3)CC2)[nH]1
4172,0.0,CID387726,N#CC1=C(N)N(c2ccccc2)C(c2ccccc2)C1(C#N)C#N
4173,0.0,CID655096,CCCCn1c(SCC(=O)Nc2cc(C)on2)nc2c1c(=O)n(C)c(=O)n2C
4175,0.0,CID655092,CCn1c(COc2cccc(OC)c2)nnc1SCC(=O)Nc1cccc(OC)c1
4176,0.0,CID655090,CCOC(=O)CSc1nc2c(c(=O)n(C)c(=O)n2C)n1CCCc1ccccc1
4177,0.0,CID655091,O=C(Nc1ccc(F)cc1)c1ccc(S(=O)(=O)NCC2CCCO2)cc1
4178,0.0,CID651600,O=C(CN1CCN(c2ccccn2)CC1)NCc1cccs1
4180,0.0,CID3239443,CC(C)(C)OC(=O)N1CCC(c2cc(=O)[nH][nH]2)CC1
4181,0.0,CID3239442,CCOC(=O)c1[nH]c(C)c(CN(CCc2ccccc2)C(=O)CCC(=O)O)c1C
4182,0.0,CID3239441,COc1ccc(-n2c(=O)cc(N3CCN(c4ccccc4OC)CC3)[nH]c2=O)cc1
4183,0.0,CID3239444,COc1ccc(C(CC(=O)O)NC(=O)COc2ccccc2)cc1OC
4184,0.0,CID920118,CC1(C)Cc2c(C#N)c(N3CCCC3)nc(-c3ccco3)c2CO1
4186,0.0,CID649741,CCOC(=O)CNC(=O)CSc1nc2cccnc2n1Cc1ccccc1
4187,0.0,CID2414965,COc1ccc2c(Cl)c(-c3nnc4n3CCCCC4)sc2c1
4189,0.0,CID664307,CCCCCn1/c(=N/C(C)=O)c(C#N)cc2c(=O)n3cccc(C)c3nc21
4190,0.0,CID1248271,CN(C1CCCCC1)S(=O)(=O)c1ccc(NC(=O)c2ccco2)cc1
4191,0.0,CID661873,Cc1cc2c(c(=O)n1CC1CCCO1)C(c1ccc3c(c1)OCO3)C(C#N)=C(N)O2
4192,0.0,CID661871,CN(C)CCCN1C(=O)C(O)=C(C(=O)c2cc3ccccc3o2)C1c1ccccn1
4193,0.0,CID2608043,C=CCn1c(SCc2nc3ccccc3nc2C)nnc1-c1ccoc1C
4194,0.0,CID2148436,COc1ccc(CC(=O)Nc2cc(=O)n(C)c(=O)n2C)cc1
4196,0.0,CID2356187,Cc1ccc(Cl)cc1NC(=O)COC(=O)C1CCCC1
4197,0.0,CID2976929,CCOC(=O)N1CCN(C(=O)CNC(=O)Cc2ccc(Cl)cc2)CC1
4201,0.0,CID667021,CC(C)(C)OC(=O)N1CCCC1C(=O)NCC1CCC(C(=O)O)CC1
4203,0.0,CID697251,Cc1cc(NC2CCCCC2)nc(N2CCOCC2)n1
4204,0.0,CID1094286,Cc1ccc(OCC(=O)Nc2ccc(-c3nc4ncccc4o3)cc2)cc1
4206,0.0,CID785308,Nc1ncnc2nc(SCCc3ccccc3)[nH]c12
4207,0.0,CID5771366,CCc1nnc(NC(=O)CSC2=NN/C(=C3\C=Nc4ccccc43)N2CCOC)s1
4208,0.0,CID3245371,COc1ccccc1-n1c(CNC(=O)c2ccc(S(=O)(=O)N3CCOCC3)cc2)n[nH]c1=S
4209,0.0,CID666777,Cc1ccc2nc(NC3=NCN(Cc4cccnc4)CN3)nc(C)c2c1
4210,0.0,CID3236691,CC(=O)Nc1ccc(S(=O)(=O)NC(CC(=O)N2CCC3(CC2)OCCO3)C(C)C)cc1
4212,0.0,CID742647,CCc1ccc(-n2c(O)cnc2Nc2nc(C)cc(C)n2)cc1
4213,0.0,CID3000057,CC(=O)NC12CC3CC(C1)CC(C(=O)OCC(=O)Nc1ncc(Cl)cc1Cl)(C3)C2
4214,0.0,CID2056604,NC(=O)CN1CCN(C(=O)NC2CCCCC2)CC1
4217,0.0,CID660326,CCNC(=O)N(C(=O)NCC)n1c(C)nnc1C
4218,0.0,CID660328,COCCCNC(=O)c1ccccc1NS(=O)(=O)c1ccc(C)cc1
4219,0.0,CID2079893,Cc1cc(C(=O)CSc2nc3ccccc3[nH]2)c(C)n1C
4220,0.0,CID2997635,CCN(C(=O)COc1ncnc2scc(-c3ccc(F)cc3)c12)C1CCS(=O)(=O)C1
4221,0.0,CID2997636,COc1ccc(C(CNC(=O)c2cccnc2SC)N2CCOCC2)cc1
4224,0.0,CID3235578,COc1ccccc1N1CCN(c2nc3ccccc3n3nnnc23)CC1
4225,0.0,CID878202,COC(=O)c1ccc(-n2c(C)cc(/C=N/n3cnnc3)c2C)cc1
4226,0.0,CID671603,N#Cc1c(/N=C/N2CCOCC2)sc2c1CCCCC2
4227,0.0,CID4079808,Cc1cccc(-n2ncc3c(N(C)Cc4ccccc4)ncnc32)c1
4228,0.0,CID673609,CCOc1ccc(C(=O)N2CCN(Cc3ccccc3)CC2)cc1
4229,0.0,CID228532,CC(=O)Nc1ccc(C(=O)c2ccccc2)cc1
4230,0.0,CID658266,CN1C(=O)N(c2cccc3ccccc23)C(n2cncn2)C1(C)C
4231,0.0,CID658261,O=c1c2c3c(sc2n2cnnc2n1C1CCCCC1)CCC3
4233,0.0,CID645053,O=C(CSc1ccc(-c2ccc(F)cc2)nn1)N1CCCCC1
4234,0.0,CID645054,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cc2cc(C)ccc2[nH]c1=O
4235,0.0,CID2864747,CC1(C)CC(=O)C2=C(C1)Nc1ccccc1NC2c1ccccn1
4237,0.0,CID599120,CCc1c(C)[nH]c2ccccc2c1=O
4239,0.0,CID658881,Cc1ccc2[nH]c3c(=O)n(CCCN4CCN(C)CC4)cnc3c2c1
4243,0.0,CID2231501,CCn1c(=O)c2cc(S(=O)(=O)NC3CCCCC3)ccc2n(CC)c1=O
4244,0.0,CID655937,Cc1[nH]nc2c1C1(CCN(C(=O)OCc3ccccc3)CC1)C(C#N)=C(N)O2
4245,0.0,CID655936,O=C(CN1CCN(c2ccccc2)CC1)Nc1ccc(-n2cnnn2)cc1
4246,0.0,CID655930,O=C(CSc1nnnn1C1CCCCC1)NCc1ccco1
4247,0.0,CID655933,O=C(Nc1nc2ccccc2n1CCN1CCCCC1)c1ccco1
4248,0.0,CID939179,Cc1ccc(SCc2cc(=O)n3[nH]cnc3n2)cc1
4249,0.0,CID2998716,C(\CCc1ccccc1)=N/n1cnnc1
4252,0.0,CID970292,CCOc1ccc(NC(=O)Nc2ccc(N(C)C(C)=O)cc2)cc1
4253,0.0,CID2727434,CCOC(=O)CSc1ccc2nnc(-c3ccccc3)n2n1
4254,0.0,CID881586,Cc1c(/C=N/n2cnnc2)c2ccccc2n1C
4255,0.0,CID665397,CCCCc1cc(=O)oc2cc(C)cc(OCc3nn[nH]n3)c12
4258,0.0,CID5308763,CC(=O)c1ccc(NC(=O)CSc2nnc(Cn3c(=O)sc4ccccc43)n2C)cc1
4259,0.0,CID5308769,CCn1c(=O)c2cc(C(=O)NCc3cccs3)sc2c2ccccc21
4261,0.0,CID655113,CCC(C)(C)n1nnnc1C(c1cccnc1)N1CCCc2ccccc21
4262,0.0,CID655117,Cc1ccc(-n2nc(C)c3c2OC(N)=C(C#N)C3c2ccncc2)cc1
4263,0.0,CID655115,COCCSc1ccccc1C(=O)Nc1nnc(COC)s1
4265,0.0,CID3238610,O=C(CSc1nc2ccccc2c(=O)n1CCCC(=O)N1CCCC1)NCc1ccco1
4266,0.0,CID666201,CC(C)C(NC(=O)CCn1nnc2ccccc2c1=O)C(=O)O
4267,0.0,CID666200,COc1ccc(Nc2nc(N)nc(CSc3nnnn3C)n2)cc1
4269,0.0,CID652468,CC(=O)N1SC(N)=NC1c1ccccc1
4270,0.0,CID652460,Cc1cc(C)nc(N2CCCC(C(=O)Nc3ccc4nc(C)c(C)nc4c3)C2)n1
4271,0.0,CID665950,O=C(Nc1ccc2c(c1)nc1n2CCSC1)c1ccco1
4272,0.0,CID665953,c1ccc2oc(-c3nn4c(Cn5cnc6ccccc65)nnc4s3)cc2c1
4273,0.0,CID713774,Cc1cc(C)n2nc(SCc3nc4ccccc4[nH]3)nc2n1
4275,0.0,CID4893251,COCCn1c(CN2CCN(c3ccccc3F)CC2)nc2c1c(=O)n(C)c(=O)n2C
4276,0.0,CID644557,O=C(NCCC1=CCCCC1)c1ccc(CN2CCOCC2)cc1
4277,0.0,CID644551,COCCSc1nnc(NC(=O)Cc2ccccc2OC)s1
4280,0.0,CID3240592,Cc1cccn2c(=O)c3cc(C(=O)N4CCC5(CC4)OCCO5)n(C)c3nc12
4281,0.0,CID801730,COc1ccc(Cl)cc1S(=O)(=O)N1CCN=C1C
4282,0.0,CID3244748,Cc1ccc(-c2noc(CCC(=O)NCCN3CCc4ccccc4C3)n2)cc1
4284,0.0,CID3236185,Cc1ccc(S(=O)(=O)NCc2cn3ccsc3n2)c(C)c1
4285,0.0,CID707553,O=C(NCc1ccco1)Nc1ccc2snnc2c1
4286,0.0,CID3236184,O=C(NCc1ccccc1)c1cc(=O)nc2sc(-c3ccccc3)nn12
4287,0.0,CID3235820,CCCCNC(=O)CCSc1nc2nc(C)cc(C)n2n1
4288,0.0,CID3591778,COc1ccc(Cl)cc1NC(=O)C1CSC(c2ccncc2)=N1
4290,0.0,CID656178,CCc1nnc(NC(=O)CSc2nnc(COc3ccccc3C)o2)s1
4294,0.0,CID4643991,CCC(C)Sc1nc2n(-c3ccc(C)cc3)[nH]cc-2c(=O)n1
4295,0.0,CID712010,Cn1c(SCc2ccon2)nc2ccccc2c1=O
4296,0.0,CID712012,CSc1ccc(-c2nnn(Cc3ccccn3)n2)cc1
4299,0.0,CID669166,CC(=O)Nc1ccc(S(=O)(=O)N(C)c2ccccc2)cc1
4300,0.0,CID3243004,O=C(Cn1cnc2c(cnn2-c2ccc(F)cc2)c1=O)NCC1CCCO1
4303,0.0,CID661756,Cc1cccc(N2CN=c3s/c(=C\c4ccncc4)c(=O)n3C2)c1
4304,0.0,CID661754,COc1cc(OC)cc(-n2c3nc4ccccc4nc3c3c(=O)n(CC4CCCO4)cnc32)c1
4305,0.0,CID2087211,Cc1nc2ccc(Nc3nc4cc(S(=O)(=O)N5CCOCC5)ccc4o3)cc2s1
4306,0.0,CID865354,Cc1ccc(C)c(NC(=O)CSc2nnc(-c3ccco3)o2)c1
4311,0.0,CID5307578,CCCc1cc(C(=O)Nc2cccnc2)no1
4312,0.0,CID646364,CC(C)C(c1nnnn1Cc1ccco1)N1CCN(c2nc3ccccc3s2)CC1
4313,1.0,CID977261,CCn1c(SCC(=O)Nc2nccs2)nnc1-c1ccncc1
4314,0.0,CID1214066,CN1CCN(CC(=O)Nc2ccc(Cl)cc2C(=O)c2ccccc2)CC1
4315,0.0,CID3237871,CCN1CCN(C(c2cccs2)C(C)NC(=O)CC(C)C)CC1
4317,0.0,CID2319946,N#CCc1nc(CSc2nc3ccccc3s2)cs1
4319,0.0,CID652111,CCCn1c(SCC(=O)Nc2sc(C)c(C)c2C(=O)OCC)nc2c1c(=O)n(C)c(=O)n2C
4320,0.0,CID2999877,Clc1nc2sccn2c1/C=N/n1cnc2ccccc21
4321,0.0,CID896410,Cc1cccc(N2CCN(C(=O)c3ccncc3)CC2)c1C
4322,0.0,CID648666,CC(c1ccccc1)n1cc(C(=O)NCc2ccccn2)nn1
4323,0.0,CID648665,Cn1cnnc1Sc1nc2c(c(=O)n(C)c(=O)n2C)n1Cc1ccccc1Cl
4326,0.0,CID3238960,O=C(CCN1CCN(c2ccccn2)CC1)Nc1ccc(F)cc1
4327,0.0,CID665429,CC(C)NC(=O)c1ccccc1-c1nc(-c2ccccc2Cl)no1
4328,0.0,CID665420,Cc1cccc(OCC(O)Cn2c(NCc3cccnc3)nc3c2c(=O)[nH]c(=O)n3C)c1
4329,0.0,CID732237,CCOC(=O)c1cnn(-c2cc(C)c3ccccc3n2)c1N
4330,0.0,CID3654944,CCCNC(=O)N1CCN(c2nc(C(C)C)c3c(c2C#N)CC(C)(C)OC3)CC1
4331,0.0,CID1179266,O=C(CSc1nnc2scc(-c3ccccc3)n12)NCc1ccco1
4332,0.0,CID2613788,CCOc1ccccc1-n1nnnc1SCc1nc2ccccc2s1
4334,0.0,CID2289365,CCCCc1nc(SCC(=O)Nc2cc(C)on2)n[nH]1
4335,0.0,CID791112,Cc1ccc(Nc2cc(-n3nc(C)cc3C)ncn2)c(C)c1
4337,0.0,CID5389018,CC(=O)/C([N+]#N)=C(\[O-])NCc1ccccc1
4338,0.0,CID727593,c1csc(CCNc2ncnc3sc4c(c23)CCC4)c1
4339,0.0,CID5389012,CC(C)(C)c1ccc(/C([O-])=C/[N+]#N)cc1
4340,0.0,CID647561,CC(C)OC(=O)CSc1n[nH]c(-c2cccnc2)n1
4342,0.0,CID663286,c1ccc(-c2nnc(SCc3nc4ccccc4[nH]3)n2Cc2ccco2)nc1
4343,0.0,CID652944,COc1cccc(-c2nnn(CC(=O)Nc3ccc(C)cc3C)n2)c1OC
4344,0.0,CID652942,CC(C)c1nnc(NC(=O)c2cccc(-n3cnnn3)c2)s1
4345,0.0,CID2364141,Cc1ccnc2nc(C(=O)OCCOc3ccccc3)nn12
4346,0.0,CID1602637,O=C(CSc1nnc(CSc2nc3ccccc3s2)o1)NC1CCCCC1
4348,0.0,CID661036,OCC#CCSc1nnc(-c2ccncc2)o1
4349,0.0,CID291754,CCOC(=O)c1[nH]c(C)c(CCC(=O)OC)c1C
4352,0.0,CID666505,Cc1cc(C)nc(SCC(=O)Nc2ncc3c(n2)CCCC3=O)n1
4355,0.0,CID963037,Cc1ccc(Nc2nnns2)cc1C
4356,0.0,CID757135,CCOC(=O)Nc1ccc(S(=O)(=O)Nc2cc(C)on2)cc1
4358,0.0,CID3244286,CCC(Sc1nc2sc(C(=O)OC)c(C)c2c(=O)n1N)C(=O)NCC1CCCO1
4360,0.0,CID665853,Cc1cccn2c(=O)c3cc(C#N)/c(=N\C(=O)c4ccc5c(c4)OCO5)n(CC(C)C)c3nc12
4361,0.0,CID665852,Cc1ccc(-c2noc(-c3ccccc3C(=O)N3CCCC3)n2)cc1
4362,0.0,CID665855,CCOc1cccc(-c2nnc3sc(COc4ccc(Cl)cc4)nn23)c1
4363,0.0,CID665854,N#Cc1ccc(CSc2ncnc3c2cnn3Cc2ccccc2)cc1
4364,0.0,CID755190,O=C(OCCN1CCCCC1)c1ccc(O)cc1
4365,0.0,CID2952944,CCOC(=O)C1CCCN(C(=O)CS(=O)(=O)Cc2ccccc2)C1
4369,0.0,CID651195,COc1c(O)cccc1-c1nnn(CCC(=O)OCC(=O)c2ccccc2)n1
4370,0.0,CID953619,Cc1ccc(-c2nn3c(C)nnc3s2)cc1NC(=O)C(C)C
4372,0.0,CID3241703,CCCCCn1c(CN2CCN(C(=O)OCC)CC2)nc2c1c(=O)[nH]c(=O)n2C
4373,0.0,CID3241706,Cn1/c(=N/c2ccc(N3CCOCC3)cc2)ccc2ccccc21
4374,0.0,CID2987737,CC(C)N(Cc1nc(-c2ccccc2)no1)C(=O)COc1ccccc1
4375,0.0,CID656097,NC(=O)CSc1nnc(CNc2cccc(Cl)c2)n1CCc1ccccc1
4376,0.0,CID3243706,Cc1ccc(CN2CCN(CC(=O)NCc3ccc(Cl)cc3)C2=O)cc1
4377,0.0,CID1830493,Cc1cc(Nc2ccc(F)cc2F)n2ncnc2n1
4378,0.0,CID563671,Cc1ccc(S(=O)(=O)Nc2nncs2)cc1
4379,0.0,CID2956237,Cc1ccc(CSc2nc(=O)c3c([nH]2)NC2=C(C(=O)CCC2)C3c2ccncc2)cc1
4380,0.0,CID651950,Cc1cc(N2CCC(C(=O)NC3CC3)CC2)nc(-c2ccccc2)n1
4381,0.0,CID651954,Nc1nc(NCc2cccs2)nn1-c1ccccc1
4382,0.0,CID227268,CC(NS(=O)(=O)c1ccccc1)C(N)=O
4384,0.0,CID2961861,CC(=O)C1=C(C)OC(N)=C(C(=O)OC(C)C)C12C(=O)Nc1ccccc12
4385,0.0,CID2265207,Cn1nnnc1SCc1nc2ccccc2[nH]1
4386,0.0,CID2392214,O=C(CSc1ncn[nH]1)NCCCc1ccccc1
4389,0.0,CID2572988,O=S(=O)(Nc1cc(Cl)ccc1N1CCCCC1)c1cccs1
4390,0.0,CID654676,O=C(NCCc1ccccc1)C1CCCN1C(=O)NCc1ccccc1
4391,0.0,CID3238482,COc1cc(S(=O)(=O)N2CCC(N3CCCCC3)CC2)ccc1-n1cnnn1
4392,0.0,CID3238487,COc1cc(NC(=O)Cc2nn(C)c(=O)c3ccccc23)cc(OC)c1
4393,0.0,CID3238489,Cc1ccc(-n2c(=O)c(C#N)cc3c(=O)n4ccccc4nc32)cc1
4394,0.0,CID5307430,CC1CCCCC1NS(=O)(=O)c1ccc(S(=O)(=O)N2CCN(CCC#N)CC2)cc1
4396,0.0,CID1028514,Cc1cc(C)nc(NS(=O)(=O)c2ccc(NC(=O)NC3CCCCC3)cc2)n1
4397,0.0,CID5073075,Cc1nc2sc(C(c3cccs3)N3CCC(C(N)=O)CC3)c(O)n2n1
4398,0.0,CID648592,O=C(NCC(=O)N(c1cnc2ccccc2c1)C(C(=O)NC1CCCC1)c1ccncc1)c1ccco1
4400,0.0,CID2158928,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)Nc2nnc(-c3cccc(OC)c3)o2)cc1
4401,0.0,CID879392,CCc1nnc(NC(=O)CSc2nc3c(cc2C#N)CCC3)s1
4402,0.0,CID2937099,COc1ccc(OC)c(C2C(C(=O)Nc3cccnc3)=C(C)NC3=C2C(=O)CCC3)c1
4403,0.0,CID653943,COc1ccc(Cl)cc1NC(=O)CN1CCC(n2nnc3cc(C)ccc32)CC1
4404,0.0,CID653941,COCCN(C(=O)c1csnn1)C(C(=O)NC1CCCCC1)c1sccc1C
4407,0.0,CID5407913,COC1=CC(=O)/C(=C2\NNC(C)=C2c2cnn(-c3ccccc3)c2)C=C1
4408,0.0,CID652093,COc1ccc(-c2ccc(-c3nnc(-c4cc(OC)ccc4OC)o3)cc2)cc1
4410,0.0,CID2936327,COc1ccc(N2CCN(C3CC(=O)N(C)C3=O)CC2)cc1
4411,0.0,CID657916,Cc1cc(C)c(C#N)c(SCC(=O)NC2CC2)n1
4412,0.0,CID644902,CNC(=O)CSc1nnc(-c2ccco2)n1-c1ccccc1OC
4413,0.0,CID972857,COc1ccccc1S(=O)(=O)n1cc(Cc2ccccc2)c(N)n1
4414,0.0,CID644909,O=C(c1ccc2nccnc2c1)N1CCN(Cc2ccc3c(c2)OCO3)CC1
4415,0.0,CID909840,O=C1NC(=O)C(C/C=C/c2ccccc2)C(=O)N1
4416,0.0,CID2160979,O=C(COc1ccc(F)cc1)N(CC1=CCS(=O)(=O)C1)c1ccccc1
4419,0.0,CID930473,Cc1ccc(-c2cc(C)nc3ncnn23)cc1
4420,0.0,CID2897268,OC(CN1c2ccccc2Sc2ccccc21)Cn1nnc2ccccc21
4421,0.0,CID2941965,COc1nc(N)nc(NC23CC4CC(CC(C4)C2)C3)n1
4422,0.0,CID651521,O=C(CN(C1CCCCC1)S(=O)(=O)c1ccccc1)NCc1cccnc1
4423,0.0,CID5310261,CCCc1nc(SCC(=O)N2CCCc3ccccc32)c2c(=O)n(C)c(=O)n(C)c2n1
4424,0.0,CID628206,CCCn1c(C(O)c2ccc3c(c2)OCO3)nc2ccccc21
4425,0.0,CID2909378,COCCOC(=O)C1=C(C)N=C2SCCC(=O)N2C1c1ccc(OC(=O)c2ccco2)cc1
4426,0.0,CID649853,Cc1ccc(S(=O)(=O)Cn2cnnn2)cc1
4427,0.0,CID649851,CC(=O)Nc1nnc(Cc2ccccc2)s1
4428,0.0,CID659734,Cc1nnc(C)c2c(C)n(Cc3ccccc3)c(C)c12
4429,0.0,CID2388866,O=S1(=O)CCN2C(=N1)SC1=C2CCN(Cc2ccccc2)C1
4430,0.0,CID659738,Cc1ccc(-c2ccc(/C=N/c3ncn[nH]3)o2)cc1Cl
4431,0.0,CID655995,O=C(CSc1nnc(NC(=O)c2ccco2)s1)NC1CCCCC1
4432,0.0,CID3236372,O=C(CCS(=O)(=O)c1cccc2nonc12)Nc1cccc2c1CCCC2
4433,0.0,CID2876405,N#Cc1c2c(c(=S)n(-c3ccccc3)c1N)CCCC2
4434,0.0,CID2928110,CCOC(=O)C1=C(C)OC(N)=C(C#N)C1C1CCCCC1
4435,0.0,CID2145484,Cc1ccc2oc(=O)n(CC(=O)O)c2c1
4436,0.0,CID661542,Cc1c(-c2cccs2)[n+](=O)c2c(n1[O-])CCCC2
4437,0.0,CID661544,c1cnn(-c2cc(N3CCOCC3)ncn2)c1
4438,0.0,CID2233157,Cc1ccc(C(=O)Nc2cnc3sc(C)nn3c2=O)cc1
4440,0.0,CID660630,c1ccc(-n2ncc3c2ncn2c(CSc4nc5ccccc5s4)nnc32)cc1
4441,0.0,CID660638,O=C(Nc1ccc(Cl)cn1)C1CCCN1S(=O)(=O)c1ccccc1
4443,0.0,CID658673,C=CCn1c(O)c(C(=O)Nc2nnc(C)s2)c(=O)c2ccccc21
4444,0.0,CID647376,Cc1cc(NS(=O)(=O)c2ccc(NC(=O)Nc3cccc(Cl)c3)cc2)no1
4446,0.0,CID3246751,Cc1cc2c(nn1)CCc1nonc1-2
4447,0.0,CID3246750,CC(Oc1cccc(Cl)c1)C(=O)Nc1cc(=O)n(C)c(=O)n1C
4448,0.0,CID3235860,Cc1ccc(-c2nnc3ccc(SCC(=O)NCc4ccco4)nn23)cc1
4449,0.0,CID3235863,CCn1cc(C(=O)NCCCN2CC(C)CC(C)C2)c2cc(OC)c(OC)cc2c1=O
4451,0.0,CID654808,CCCn1c(SCC(=O)Nc2nnc(C(C)C)s2)nc2c1c(=O)n(C)c(=O)n2C
4452,0.0,CID2943113,C=CCOc1c(Cl)cc(C2NC(=O)NC(C)=C2C(=O)OC)cc1Cl
4453,0.0,CID645508,CCCn1nnnc1SCC(=O)NCc1ccc(OC)cc1
4454,0.0,CID645500,CCC(C)(C)n1nnnc1C(c1cc2cc(OC)c(OC)cc2[nH]c1=O)N1CCc2ccccc21
4455,0.0,CID973273,Cc1cc(NC(=O)c2ccc(NC(=O)c3cccs3)cc2)no1
4458,0.0,CID3244188,CCCn1c2ccccc2c2nnc(SCC(=O)OCC)nc21
4460,0.0,CID3244185,O=C(CCNS(=O)(=O)c1ccc2c(c1)CCC(=O)N2)Nc1ccc2c(c1)OCCO2
4461,0.0,CID3241338,COc1ccc(N2C(=O)C3CCCN3C2c2cccc(C)c2)cc1Cl
4462,0.0,CID2891573,CC1=C(C(=O)OC(C)C)C(c2ccccc2Cl)CC(=O)N1
4463,0.0,CID735496,CSc1nc2sc3c(c2c(=O)n1C)CCCC3
4465,0.0,CID3245630,O=C(c1cnc2n(c1=O)CCS2)N(c1ccccc1)C1CCCCC1
4466,0.0,CID650929,O=c1c2c(n3nnnc3n1Cc1ccccc1)-c1ccccc1CC21CCCC1
4468,0.0,CID2840576,CN1C(=O)CC(N2CCN(c3ncccn3)CC2)C1=O
4469,0.0,CID659867,CN1CCN(c2ncnc3c2[nH]c2ccc(F)cc23)CC1
4470,0.0,CID1315303,Cc1c(Nc2ncnc3c2cnn3-c2ccccc2)c(=O)n(-c2ccccc2)n1C
4471,0.0,CID663413,Nn1c(SCC(=O)Nc2ccc(F)cc2F)nnc1-c1cccnc1
4473,0.0,CID3768472,CCCCSCc1[nH]c(=O)[nH]c1C(=O)CCCCC(=O)OCC
4474,0.0,CID2372872,c1cnc2c(SCc3ccc(-c4nnco4)cc3)cccc2c1
4475,0.0,CID1311354,O=C(OCCN(C1=NS(=O)(=O)c2ccccc21)c1ccc(Cl)cc1)c1ccco1
4476,0.0,CID720263,O=C1C(Cl)=C(N2CCCCCC2)C(=O)N1c1ccccc1
4478,0.0,CID3237917,CCN1CCCC1CNC(=O)Cn1cnc2sc(C)c(S(=O)(=O)N3CCC(C)CC3)c2c1=O
4479,0.0,CID663462,CCC1(NC(C)=O)CC2CC1CC2NC(C)=O
4480,0.0,CID650114,COc1ccc(N2C(=O)C(Cl)=C(N(CCO)Cc3ccccc3)C2=O)cc1
4482,0.0,CID2383483,O=C(COc1ncnc2ccccc12)NCCC1=CCCCC1
4484,0.0,CID659471,COc1ccc(Nc2nc3c(c(=O)n(C)c(=O)n3C)n2CCO)cc1
4486,0.0,CID659478,C=CCn1cnc2c(c1=O)c1nc3ccccc3nc1n2Cc1ccccc1
4487,0.0,CID659479,C=CCn1c(N)c(C(=O)Nc2ccccc2)c2nc3ccccc3nc21
4488,0.0,CID4655947,CC1CC(C)CN(C(=O)CSc2nnc(-c3ccc(Cl)cc3)o2)C1
4489,0.0,CID1268818,c1ccc(-c2nn3nnnc3c3ccccc23)cc1
4490,0.0,CID874720,COC(=O)c1sc2ccccc2c1N
4493,0.0,CID3239278,O=C(CSc1ccc2nnc(-c3cccc(F)c3)n2n1)NCc1ccco1
4494,0.0,CID3239274,CCOC(=O)N1CCN(C(=O)CCc2c(C)nc3c(c(C)nn3-c3ccc(C)c(C)c3)c2C)CC1
4495,0.0,CID2999742,COc1ccc(C)cc1NC(=O)c1ccc(NC(=O)CC2SC(N3CCCC3)=NC2=O)cc1
4496,0.0,CID2999740,CCCn1c(N)c(C(=O)CSc2nc3ccccc3n2CCC#N)c(=O)n(C)c1=O
4497,0.0,CID649553,Cc1cc(S(=O)(=O)N2CCN(c3ncccn3)CC2)ccc1-n1cnnn1
4498,0.0,CID649559,CCc1ccc2nc3c(c(C(=O)O)c2c1)CCC3
4499,0.0,CID1121076,Cc1ccc(OS(=O)Nc2cccc3nccnc23)cc1
4500,0.0,CID2574206,Cn1nc(C(=O)NC2CCCCCC2)ccc1=O
4501,0.0,CID4594,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1
4502,0.0,CID972952,Cc1cc(O)ccc1Nc1nc(-c2sc(N)nc2C)cs1
4503,0.0,CID2770451,OC(COc1ccc2ccccc2c1)CN1CCN(c2ccc(F)cc2)CC1
4504,0.0,CID1259709,Cc1onc(-c2ccccc2Cl)c1C(=O)NCc1ccc(N2CCCC2=O)cc1
4505,0.0,CID605292,COc1nnc(OC)c2ccccc12
4506,0.0,CID648208,Cc1cccc2cc3c(N)c(C(=O)N4CCOCC4)sc3nc12
4507,0.0,CID648203,COc1ccc(CN2CCN(C(=O)c3ccco3)CC2)cc1
4509,0.0,CID648204,CCCn1c(SCC(=O)NCCc2ccccc2)nnc1-c1ccccn1
4512,0.0,CID862116,O=C(c1cnccn1)N1CCc2ccccc21
4514,0.0,CID653105,CC(C)OC(=O)CSc1nnc(-c2cccnc2)n1Cc1ccccc1
4515,0.0,CID3361722,COc1ccc2nc(NC(=O)c3ccc4ncsc4c3)sc2c1
4518,0.0,CID662113,CCNC(=O)CCn1nc(-c2ccc(Cl)cc2)c2ccccc2c1=O
4519,0.0,CID1312458,CS(=O)(=O)N(CC(=O)N1CCN(c2cccc(Cl)c2)CC1)c1ccccc1
4521,0.0,CID1089313,CC1CCN(c2nc3c(c(=O)[nH]c(=O)n3C)n2Cc2ccccc2)CC1
4522,0.0,CID2323406,N#CCc1nc2n(n1)Cc1ccccc1-2
4523,0.0,CID2389022,COc1ccc(-c2nn(CCC(=O)O)cc2CCC(=O)O)cc1
4524,0.0,CID2222135,Cc1nnc(NC(=O)CSc2nnnn2Cc2ccccc2)s1
4525,0.0,CID1518588,Cc1cc(C)n2c(SCCN3C(=O)c4ccccc4C3=O)nnc2n1
4526,0.0,CID659438,CCc1nnc(NC(=O)CN2C(=O)c3ccccc3C2=O)s1
